estacion_nombre,fecha,temperatura_inst,temperatura_max,temperatura_min,humedad_inst,precipitacion_hora,precipitacion_dia,nivel_inst_m,nivel_med_m,bateria_v
Uzuna,2025-12-05 11:00:00,16.4,17.6,15.2,48.5,0.0,0.0,,,13.37
Uzuna,2025-12-05 12:00:00,18.0,19.2,16.8,44.1,0.0,0.0,,,13.45
Uzuna,2025-12-05 13:00:00,19.3,20.5,18.1,45.7,0.0,0.0,,,13.34
Uzuna,2025-12-05 14:00:00,19.3,20.5,18.1,40.8,0.0,0.0,,,13.25
Uzuna,2025-12-05 15:00:00,20.4,21.6,19.2,39.9,0.6,0.6,,,13.08
Uzuna,2025-12-05 16:00:00,19.5,20.7,18.3,39.5,0.0,0.6,,,12.87
Uzuna,2025-12-05 17:00:00,18.6,19.8,17.4,39.8,0.0,0.6,,,12.66
Uzuna,2025-12-05 18:00:00,17.7,18.9,16.5,46.5,0.3,0.9,,,12.44
Uzuna,2025-12-05 19:00:00,15.9,17.1,14.7,45.9,0.0,0.9,,,12.39
Uzuna,2025-12-05 20:00:00,14.5,15.7,13.3,48.3,0.0,0.9,,,12.43
Uzuna,2025-12-05 21:00:00,12.2,13.4,11.0,57.5,0.0,0.9,,,12.39
Uzuna,2025-12-05 22:00:00,10.9,12.1,9.7,58.4,0.0,0.9,,,12.38
Uzuna,2025-12-05 23:00:00,8.6,9.8,7.4,62.9,0.0,0.9,,,12.42
Uzuna,2025-12-06 00:00:00,7.5,8.7,6.3,61.7,0.0,0.0,,,12.4
Uzuna,2025-12-06 01:00:00,5.7,6.9,4.5,70.8,0.0,0.0,,,12.41
Uzuna,2025-12-06 02:00:00,4.9,6.1,3.7,72.8,0.0,0.0,,,12.43
Uzuna,2025-12-06 03:00:00,5.0,6.2,3.8,68.7,0.0,0.0,,,12.4
Uzuna,2025-12-06 04:00:00,5.6,6.8,4.4,72.7,0.0,0.0,,,12.37
Uzuna,2025-12-06 05:00:00,6.2,7.4,5.0,65.3,0.0,0.0,,,12.37
Uzuna,2025-12-06 06:00:00,7.7,8.9,6.5,62.8,0.0,0.0,,,12.38
Uzuna,2025-12-06 07:00:00,8.6,9.8,7.4,60.4,0.0,0.0,,,12.71
Uzuna,2025-12-06 08:00:00,10.4,11.6,9.2,58.0,0.0,0.0,,,12.9
Uzuna,2025-12-06 09:00:00,12.3,13.5,11.1,52.8,0.0,0.0,,,13.15
Uzuna,2025-12-06 10:00:00,14.6,15.8,13.4,54.4,0.0,0.0,,,13.26
Uzuna,2025-12-06 11:00:00,15.9,17.1,14.7,44.2,0.0,0.0,,,13.35
Uzuna,2025-12-06 12:00:00,17.5,18.7,16.3,46.8,0.0,0.0,,,13.41
Uzuna,2025-12-06 13:00:00,19.3,20.5,18.1,45.8,0.0,0.0,,,13.38
Uzuna,2025-12-06 14:00:00,19.3,20.5,18.1,37.8,0.0,0.0,,,13.24
Uzuna,2025-12-06 15:00:00,20.2,21.4,19.0,39.5,0.0,0.0,,,13.07
Uzuna,2025-12-06 16:00:00,19.8,21.0,18.6,41.9,0.0,0.0,,,12.9
Uzuna,2025-12-06 17:00:00,18.6,19.8,17.4,38.3,0.0,0.0,,,12.69
Uzuna,2025-12-06 18:00:00,17.6,18.8,16.4,40.8,0.0,0.0,,,12.42
Uzuna,2025-12-06 19:00:00,16.0,17.2,14.8,44.8,0.0,0.0,,,12.37
Uzuna,2025-12-06 20:00:00,14.8,16.0,13.6,54.4,0.0,0.0,,,12.36
Uzuna,2025-12-06 21:00:00,12.4,13.6,11.2,58.0,0.0,0.0,,,12.41
Uzuna,2025-12-06 22:00:00,11.1,12.3,9.9,58.0,0.0,0.0,,,12.37
Uzuna,2025-12-06 23:00:00,8.7,9.9,7.5,59.9,0.0,0.0,,,12.35
Uzuna,2025-12-07 00:00:00,7.3,8.5,6.1,64.2,0.0,0.0,,,12.39
Uzuna,2025-12-07 01:00:00,6.5,7.7,5.3,65.6,0.0,0.0,,,12.37
Uzuna,2025-12-07 02:00:00,4.9,6.1,3.7,65.6,0.0,0.0,,,12.44
Uzuna,2025-12-07 03:00:00,5.5,6.7,4.3,67.1,0.0,0.0,,,12.36
Uzuna,2025-12-07 04:00:00,5.1,6.3,3.9,71.2,0.0,0.0,,,12.36
Uzuna,2025-12-07 05:00:00,6.4,7.6,5.2,68.6,0.0,0.0,,,12.45
Uzuna,2025-12-07 06:00:00,7.7,8.9,6.5,62.8,0.0,0.0,,,12.38
Uzuna,2025-12-07 07:00:00,9.1,10.3,7.9,65.4,0.0,0.0,,,12.63
Uzuna,2025-12-07 08:00:00,11.1,12.3,9.9,55.0,0.0,0.0,,,12.86
Uzuna,2025-12-07 09:00:00,12.6,13.8,11.4,53.6,0.0,0.0,,,13.15
Uzuna,2025-12-07 10:00:00,14.5,15.7,13.3,47.3,0.0,0.0,,,13.27
Uzuna,2025-12-07 11:00:00,16.3,17.5,15.1,50.6,0.0,0.0,,,13.33
Uzuna,2025-12-07 12:00:00,18.3,19.5,17.1,44.9,0.0,0.0,,,13.42
Uzuna,2025-12-07 13:00:00,19.4,20.6,18.2,40.7,0.0,0.0,,,13.33
Uzuna,2025-12-07 14:00:00,19.7,20.9,18.5,39.7,0.8,0.8,,,13.3
Uzuna,2025-12-07 15:00:00,20.3,21.5,19.1,39.4,0.0,0.8,,,13.06
Uzuna,2025-12-07 16:00:00,19.7,20.9,18.5,43.4,0.0,0.8,,,12.87
Uzuna,2025-12-07 17:00:00,18.6,19.8,17.4,44.5,0.0,0.8,,,12.66
Uzuna,2025-12-07 18:00:00,18.2,19.4,17.0,42.4,1.3,2.1,,,12.39
Uzuna,2025-12-07 19:00:00,16.2,17.4,15.0,49.7,0.0,2.1,,,12.37
Uzuna,2025-12-07 20:00:00,14.1,15.3,12.9,50.3,0.0,2.1,,,12.4
Uzuna,2025-12-07 21:00:00,13.0,14.2,11.8,53.6,0.0,2.1,,,12.39
Uzuna,2025-12-07 22:00:00,11.0,12.2,9.8,59.5,0.0,2.1,,,12.37
Uzuna,2025-12-07 23:00:00,9.0,10.2,7.8,62.0,0.0,2.1,,,12.41
Uzuna,2025-12-08 00:00:00,7.0,8.2,5.8,66.0,0.0,0.0,,,12.37
Uzuna,2025-12-08 01:00:00,6.5,7.7,5.3,66.1,0.0,0.0,,,12.35
Uzuna,2025-12-08 02:00:00,5.0,6.2,3.8,69.3,0.0,0.0,,,12.43
Uzuna,2025-12-08 03:00:00,4.7,5.9,3.5,67.7,0.0,0.0,,,12.37
Uzuna,2025-12-08 04:00:00,5.7,6.9,4.5,69.5,0.0,0.0,,,12.36
Uzuna,2025-12-08 05:00:00,5.6,6.8,4.4,70.9,0.0,0.0,,,12.35
Uzuna,2025-12-08 06:00:00,7.4,8.6,6.2,68.3,0.0,0.0,,,12.39
Uzuna,2025-12-08 07:00:00,8.6,9.8,7.4,64.8,0.0,0.0,,,12.71
Uzuna,2025-12-08 08:00:00,11.0,12.2,9.8,56.1,0.0,0.0,,,12.86
Uzuna,2025-12-08 09:00:00,12.2,13.4,11.0,55.0,0.0,0.0,,,13.12
Uzuna,2025-12-08 10:00:00,14.7,15.9,13.5,52.3,0.0,0.0,,,13.22
Uzuna,2025-12-08 11:00:00,16.5,17.7,15.3,44.9,0.0,0.0,,,13.38
Uzuna,2025-12-08 12:00:00,17.5,18.7,16.3,46.7,0.0,0.0,,,13.42
Uzuna,2025-12-08 13:00:00,18.8,20.0,17.6,42.6,0.0,0.0,,,13.4
Uzuna,2025-12-08 14:00:00,19.9,21.1,18.7,41.3,0.0,0.0,,,13.27
Uzuna,2025-12-08 15:00:00,20.1,21.3,18.9,36.5,0.0,0.0,,,13.1
Uzuna,2025-12-08 16:00:00,19.6,20.8,18.4,40.7,0.0,0.0,,,12.87
Uzuna,2025-12-08 17:00:00,19.0,20.2,17.8,40.5,1.2,1.2,,,12.66
Uzuna,2025-12-08 18:00:00,18.4,19.6,17.2,43.0,0.0,1.2,,,12.36
Uzuna,2025-12-08 19:00:00,16.0,17.2,14.8,51.3,0.0,1.2,,,12.37
Uzuna,2025-12-08 20:00:00,14.8,16.0,13.6,49.1,0.0,1.2,,,12.4
Uzuna,2025-12-08 21:00:00,13.1,14.3,11.9,54.1,0.0,1.2,,,12.41
Uzuna,2025-12-08 22:00:00,10.6,11.8,9.4,60.8,0.0,1.2,,,12.4
Uzuna,2025-12-08 23:00:00,8.5,9.7,7.3,59.7,0.0,1.2,,,12.42
Uzuna,2025-12-09 00:00:00,6.9,8.1,5.7,64.8,0.0,0.0,,,12.4
Uzuna,2025-12-09 01:00:00,6.4,7.6,5.2,68.4,0.0,0.0,,,12.4
Uzuna,2025-12-09 02:00:00,5.8,7.0,4.6,68.4,0.0,0.0,,,12.41
Uzuna,2025-12-09 03:00:00,5.5,6.7,4.3,72.5,0.0,0.0,,,12.41
Uzuna,2025-12-09 04:00:00,5.4,6.6,4.2,71.8,0.0,0.0,,,12.41
Uzuna,2025-12-09 05:00:00,5.7,6.9,4.5,70.1,0.0,0.0,,,12.36
Uzuna,2025-12-09 06:00:00,7.2,8.4,6.0,67.9,0.0,0.0,,,12.43
Uzuna,2025-12-09 07:00:00,9.3,10.5,8.1,64.6,0.0,0.0,,,12.61
Uzuna,2025-12-09 08:00:00,10.3,11.5,9.1,59.5,0.0,0.0,,,12.93
Uzuna,2025-12-09 09:00:00,13.1,14.3,11.9,54.7,0.0,0.0,,,13.08
Uzuna,2025-12-09 10:00:00,14.8,16.0,13.6,50.8,0.0,0.0,,,13.27
Uzuna,2025-12-09 11:00:00,16.3,17.5,15.1,44.0,0.0,0.0,,,13.32
Uzuna,2025-12-09 12:00:00,18.4,19.6,17.2,42.9,0.0,0.0,,,13.43
Uzuna,2025-12-09 13:00:00,19.3,20.5,18.1,41.3,0.0,0.0,,,13.35
Uzuna,2025-12-09 14:00:00,19.5,20.7,18.3,39.7,0.0,0.0,,,13.23
Uzuna,2025-12-09 15:00:00,20.5,21.7,19.3,39.9,0.0,0.0,,,13.06
Uzuna,2025-12-09 16:00:00,20.0,21.2,18.8,43.1,1.9,1.9,,,12.9
Uzuna,2025-12-09 17:00:00,19.6,20.8,18.4,39.8,2.3,4.2,,,12.63
Uzuna,2025-12-09 18:00:00,17.6,18.8,16.4,48.0,0.0,4.2,,,12.37
Uzuna,2025-12-09 19:00:00,16.1,17.3,14.9,45.0,0.0,4.2,,,12.41
Uzuna,2025-12-09 20:00:00,14.3,15.5,13.1,50.4,0.0,4.2,,,12.41
Uzuna,2025-12-09 21:00:00,12.7,13.9,11.5,57.8,0.0,4.2,,,12.35
Uzuna,2025-12-09 22:00:00,10.9,12.1,9.7,59.2,0.0,4.2,,,12.41
Uzuna,2025-12-09 23:00:00,9.0,10.2,7.8,60.4,0.0,4.2,,,12.37
Uzuna,2025-12-10 00:00:00,7.8,9.0,6.6,66.2,0.0,0.0,,,12.35
Uzuna,2025-12-10 01:00:00,5.9,7.1,4.7,71.7,0.0,0.0,,,12.37
Uzuna,2025-12-10 02:00:00,5.9,7.1,4.7,72.3,0.0,0.0,,,12.35
Uzuna,2025-12-10 03:00:00,5.0,6.2,3.8,70.1,0.0,0.0,,,12.38
Uzuna,2025-12-10 04:00:00,5.4,6.6,4.2,66.5,0.0,0.0,,,12.36
Uzuna,2025-12-10 05:00:00,6.7,7.9,5.5,70.8,0.0,0.0,,,12.35
Uzuna,2025-12-10 06:00:00,7.2,8.4,6.0,69.3,0.0,0.0,,,12.4
Uzuna,2025-12-10 07:00:00,9.4,10.6,8.2,62.1,0.0,0.0,,,12.61
Uzuna,2025-12-10 08:00:00,11.1,12.3,9.9,61.7,0.0,0.0,,,12.93
Uzuna,2025-12-10 09:00:00,12.7,13.9,11.5,56.0,0.0,0.0,,,13.16
Uzuna,2025-12-10 10:00:00,14.5,15.7,13.3,50.2,0.0,0.0,,,13.28
Uzuna,2025-12-10 11:00:00,16.4,17.6,15.2,47.2,0.0,0.0,,,13.37
Uzuna,2025-12-10 12:00:00,17.8,19.0,16.6,45.2,0.0,0.0,,,13.39
Uzuna,2025-12-10 13:00:00,19.2,20.4,18.0,41.7,0.0,0.0,,,13.37
Uzuna,2025-12-10 14:00:00,20.2,21.4,19.0,41.6,0.0,0.0,,,13.3
Uzuna,2025-12-10 15:00:00,20.3,21.5,19.1,38.0,0.0,0.0,,,13.09
Uzuna,2025-12-10 16:00:00,20.1,21.3,18.9,40.8,0.0,0.0,,,12.94
Uzuna,2025-12-10 17:00:00,19.6,20.8,18.4,44.2,0.0,0.0,,,12.69
Uzuna,2025-12-10 18:00:00,17.7,18.9,16.5,45.0,0.0,0.0,,,12.36
Uzuna,2025-12-10 19:00:00,16.4,17.6,15.2,49.5,0.0,0.0,,,12.38
Uzuna,2025-12-10 20:00:00,14.7,15.9,13.5,51.6,0.0,0.0,,,12.37
Uzuna,2025-12-10 21:00:00,12.3,13.5,11.1,56.7,0.0,0.0,,,12.43
Uzuna,2025-12-10 22:00:00,11.0,12.2,9.8,57.3,0.0,0.0,,,12.36
Uzuna,2025-12-10 23:00:00,9.3,10.5,8.1,62.1,0.0,0.0,,,12.43
Uzuna,2025-12-11 00:00:00,7.7,8.9,6.5,66.7,0.0,0.0,,,12.35
Uzuna,2025-12-11 01:00:00,6.2,7.4,5.0,68.2,0.0,0.0,,,12.38
Uzuna,2025-12-11 02:00:00,5.1,6.3,3.9,66.8,0.0,0.0,,,12.41
Uzuna,2025-12-11 03:00:00,5.6,6.8,4.4,66.0,0.0,0.0,,,12.4
Uzuna,2025-12-11 04:00:00,5.1,6.3,3.9,66.5,0.0,0.0,,,12.41
Uzuna,2025-12-11 05:00:00,6.7,7.9,5.5,68.2,0.0,0.0,,,12.44
Uzuna,2025-12-11 06:00:00,7.4,8.6,6.2,68.7,0.0,0.0,,,12.38
Uzuna,2025-12-11 07:00:00,9.2,10.4,8.0,62.9,0.0,0.0,,,12.61
Uzuna,2025-12-11 08:00:00,10.6,11.8,9.4,61.8,0.0,0.0,,,12.9
Uzuna,2025-12-11 09:00:00,13.2,14.4,12.0,55.3,0.0,0.0,,,13.07
Uzuna,2025-12-11 10:00:00,14.5,15.7,13.3,54.9,0.0,0.0,,,13.27
Uzuna,2025-12-11 11:00:00,16.5,17.7,15.3,48.4,0.0,0.0,,,13.32
Uzuna,2025-12-11 12:00:00,18.0,19.2,16.8,44.1,0.0,0.0,,,13.42
Uzuna,2025-12-11 13:00:00,19.7,20.9,18.5,43.4,0.0,0.0,,,13.4
Uzuna,2025-12-11 14:00:00,19.7,20.9,18.5,43.6,0.0,0.0,,,13.25
Uzuna,2025-12-11 15:00:00,20.3,21.5,19.1,38.2,0.0,0.0,,,13.14
Uzuna,2025-12-11 16:00:00,20.3,21.5,19.1,43.7,0.0,0.0,,,12.95
Uzuna,2025-12-11 17:00:00,18.7,19.9,17.5,39.1,0.0,0.0,,,12.68
Uzuna,2025-12-11 18:00:00,18.0,19.2,16.8,43.3,2.2,2.2,,,12.4
Uzuna,2025-12-11 19:00:00,16.2,17.4,15.0,45.0,0.0,2.2,,,12.41
Uzuna,2025-12-11 20:00:00,14.3,15.5,13.1,54.1,0.0,2.2,,,12.36
Uzuna,2025-12-11 21:00:00,13.0,14.2,11.8,56.9,0.0,2.2,,,12.39
Uzuna,2025-12-11 22:00:00,10.8,12.0,9.6,58.4,0.0,2.2,,,12.4
Uzuna,2025-12-11 23:00:00,9.0,10.2,7.8,61.3,0.0,2.2,,,12.37
Uzuna,2025-12-12 00:00:00,7.7,8.9,6.5,68.2,0.0,0.0,,,12.38
Uzuna,2025-12-12 01:00:00,6.7,7.9,5.5,65.1,0.0,0.0,,,12.44
Uzuna,2025-12-12 02:00:00,5.4,6.6,4.2,68.8,0.0,0.0,,,12.38
Uzuna,2025-12-12 03:00:00,5.4,6.6,4.2,69.3,0.0,0.0,,,12.45
Uzuna,2025-12-12 04:00:00,5.5,6.7,4.3,72.1,0.0,0.0,,,12.41
Uzuna,2025-12-12 05:00:00,5.9,7.1,4.7,68.7,0.0,0.0,,,12.44
Uzuna,2025-12-12 06:00:00,7.9,9.1,6.7,68.1,0.0,0.0,,,12.45
Uzuna,2025-12-12 07:00:00,8.8,10.0,7.6,63.4,0.0,0.0,,,12.66
Uzuna,2025-12-12 08:00:00,10.5,11.7,9.3,59.9,0.0,0.0,,,12.93
Uzuna,2025-12-12 09:00:00,12.5,13.7,11.3,54.9,0.0,0.0,,,13.07
Uzuna,2025-12-12 10:00:00,14.4,15.6,13.2,53.0,0.0,0.0,,,13.23
Uzuna,2025-12-12 11:00:00,16.8,18.0,15.6,44.7,0.0,0.0,,,13.34
Uzuna,2025-12-12 12:00:00,17.9,19.1,16.7,46.5,0.0,0.0,,,13.35
Uzuna,2025-12-12 13:00:00,19.7,20.9,18.5,41.5,0.0,0.0,,,13.37
Uzuna,2025-12-12 14:00:00,20.3,21.5,19.1,41.7,0.0,0.0,,,13.29
Uzuna,2025-12-12 15:00:00,20.0,21.2,18.8,38.0,0.0,0.0,,,13.1
Uzuna,2025-12-12 16:00:00,20.5,21.7,19.3,42.8,0.0,0.0,,,12.91
Uzuna,2025-12-12 17:00:00,18.9,20.1,17.7,41.6,0.9,0.9,,,12.7
Uzuna,2025-12-12 18:00:00,18.5,19.7,17.3,41.7,0.0,0.9,,,12.41
Uzuna,2025-12-12 19:00:00,16.8,18.0,15.6,47.4,0.0,0.9,,,12.41
Uzuna,2025-12-12 20:00:00,14.8,16.0,13.6,47.8,0.0,0.9,,,12.38
Uzuna,2025-12-12 21:00:00,13.1,14.3,11.9,56.6,0.0,0.9,,,12.43
Uzuna,2025-12-12 22:00:00,11.2,12.4,10.0,57.3,0.0,0.9,,,12.45
Uzuna,2025-12-12 23:00:00,9.4,10.6,8.2,59.3,0.0,0.9,,,12.37
Uzuna,2025-12-13 00:00:00,7.5,8.7,6.3,66.2,0.0,0.0,,,12.43
Uzuna,2025-12-13 01:00:00,6.6,7.8,5.4,70.7,0.0,0.0,,,12.36
Uzuna,2025-12-13 02:00:00,6.0,7.2,4.8,73.4,0.0,0.0,,,12.37
Uzuna,2025-12-13 03:00:00,5.3,6.5,4.1,71.7,0.0,0.0,,,12.37
Uzuna,2025-12-13 04:00:00,5.6,6.8,4.4,70.3,0.0,0.0,,,12.42
Uzuna,2025-12-13 05:00:00,6.3,7.5,5.1,65.6,0.0,0.0,,,12.45
Uzuna,2025-12-13 06:00:00,7.5,8.7,6.3,64.2,0.0,0.0,,,12.43
Uzuna,2025-12-13 07:00:00,8.7,9.9,7.5,65.7,0.0,0.0,,,12.66
Uzuna,2025-12-13 08:00:00,11.2,12.4,10.0,59.6,0.0,0.0,,,12.93
Uzuna,2025-12-13 09:00:00,13.2,14.4,12.0,52.4,0.0,0.0,,,13.09
Uzuna,2025-12-13 10:00:00,15.2,16.4,14.0,53.8,0.0,0.0,,,13.31
Uzuna,2025-12-13 11:00:00,17.0,18.2,15.8,50.6,0.0,0.0,,,13.35
Uzuna,2025-12-13 12:00:00,18.1,19.3,16.9,45.6,0.0,0.0,,,13.44
Uzuna,2025-12-13 13:00:00,18.8,20.0,17.6,43.9,0.0,0.0,,,13.4
Uzuna,2025-12-13 14:00:00,19.6,20.8,18.4,36.8,0.0,0.0,,,13.24
Uzuna,2025-12-13 15:00:00,20.4,21.6,19.2,37.3,0.0,0.0,,,13.08
Uzuna,2025-12-13 16:00:00,20.1,21.3,18.9,41.8,0.0,0.0,,,12.87
Uzuna,2025-12-13 17:00:00,18.9,20.1,17.7,39.9,0.0,0.0,,,12.63
Uzuna,2025-12-13 18:00:00,17.6,18.8,16.4,43.6,0.0,0.0,,,12.43
Uzuna,2025-12-13 19:00:00,16.1,17.3,14.9,48.0,0.0,0.0,,,12.43
Uzuna,2025-12-13 20:00:00,14.5,15.7,13.3,53.8,0.0,0.0,,,12.44
Uzuna,2025-12-13 21:00:00,13.1,14.3,11.9,58.5,0.0,0.0,,,12.39
Uzuna,2025-12-13 22:00:00,11.2,12.4,10.0,60.5,0.0,0.0,,,12.41
Uzuna,2025-12-13 23:00:00,9.2,10.4,8.0,64.9,0.0,0.0,,,12.35
Uzuna,2025-12-14 00:00:00,7.8,9.0,6.6,69.0,0.0,0.0,,,12.41
Uzuna,2025-12-14 01:00:00,6.5,7.7,5.3,70.2,0.0,0.0,,,12.36
Uzuna,2025-12-14 02:00:00,5.7,6.9,4.5,65.5,0.0,0.0,,,12.43
Uzuna,2025-12-14 03:00:00,5.0,6.2,3.8,68.6,0.0,0.0,,,12.44
Uzuna,2025-12-14 04:00:00,6.0,7.2,4.8,73.2,0.0,0.0,,,12.41
Uzuna,2025-12-14 05:00:00,6.6,7.8,5.4,70.4,0.0,0.0,,,12.4
Uzuna,2025-12-14 06:00:00,7.3,8.5,6.1,62.4,0.0,0.0,,,12.38
Uzuna,2025-12-14 07:00:00,9.2,10.4,8.0,65.9,0.0,0.0,,,12.62
Uzuna,2025-12-14 08:00:00,10.9,12.1,9.7,55.7,0.0,0.0,,,12.94
Uzuna,2025-12-14 09:00:00,12.7,13.9,11.5,55.0,0.0,0.0,,,13.13
Uzuna,2025-12-14 10:00:00,14.9,16.1,13.7,50.0,0.0,0.0,,,13.28
Uzuna,2025-12-14 11:00:00,16.5,17.7,15.3,47.5,0.0,0.0,,,13.4
Uzuna,2025-12-14 12:00:00,17.8,19.0,16.6,44.1,0.0,0.0,,,13.39
Uzuna,2025-12-14 13:00:00,19.2,20.4,18.0,38.5,0.0,0.0,,,13.38
Uzuna,2025-12-14 14:00:00,19.6,20.8,18.4,41.2,0.0,0.0,,,13.23
Uzuna,2025-12-14 15:00:00,20.7,21.9,19.5,39.0,0.0,0.0,,,13.11
Uzuna,2025-12-14 16:00:00,19.7,20.9,18.5,39.4,0.0,0.0,,,12.86
Uzuna,2025-12-14 17:00:00,19.4,20.6,18.2,45.9,2.6,2.6,,,12.65
Uzuna,2025-12-14 18:00:00,17.7,18.9,16.5,45.3,0.0,2.6,,,12.39
Uzuna,2025-12-14 19:00:00,17.0,18.2,15.8,43.5,0.0,2.6,,,12.35
Uzuna,2025-12-14 20:00:00,14.8,16.0,13.6,50.6,0.0,2.6,,,12.42
Uzuna,2025-12-14 21:00:00,12.3,13.5,11.1,53.0,0.0,2.6,,,12.38
Uzuna,2025-12-14 22:00:00,10.5,11.7,9.3,59.0,0.0,2.6,,,12.43
Uzuna,2025-12-14 23:00:00,9.2,10.4,8.0,61.7,0.0,2.6,,,12.42
Uzuna,2025-12-15 00:00:00,7.6,8.8,6.4,66.8,0.0,0.0,,,12.43
Uzuna,2025-12-15 01:00:00,6.8,8.0,5.6,70.1,0.0,0.0,,,12.42
Uzuna,2025-12-15 02:00:00,5.5,6.7,4.3,71.6,0.0,0.0,,,12.36
Uzuna,2025-12-15 03:00:00,5.4,6.6,4.2,69.0,0.0,0.0,,,12.44
Uzuna,2025-12-15 04:00:00,5.3,6.5,4.1,72.8,0.0,0.0,,,12.38
Uzuna,2025-12-15 05:00:00,5.9,7.1,4.7,64.4,0.0,0.0,,,12.36
Uzuna,2025-12-15 06:00:00,7.7,8.9,6.5,66.9,0.0,0.0,,,12.41
Uzuna,2025-12-15 07:00:00,9.1,10.3,7.9,65.8,0.0,0.0,,,12.67
Uzuna,2025-12-15 08:00:00,10.9,12.1,9.7,62.0,0.0,0.0,,,12.93
Uzuna,2025-12-15 09:00:00,12.4,13.6,11.2,57.5,0.0,0.0,,,13.08
Uzuna,2025-12-15 10:00:00,15.0,16.2,13.8,50.8,0.0,0.0,,,13.22
Uzuna,2025-12-15 11:00:00,16.7,17.9,15.5,43.7,0.0,0.0,,,13.32
Uzuna,2025-12-15 12:00:00,18.1,19.3,16.9,47.0,0.0,0.0,,,13.38
Uzuna,2025-12-15 13:00:00,18.8,20.0,17.6,43.5,0.0,0.0,,,13.41
Uzuna,2025-12-15 14:00:00,19.8,21.0,18.6,43.2,0.0,0.0,,,13.28
Uzuna,2025-12-15 15:00:00,20.4,21.6,19.2,40.9,0.0,0.0,,,13.1
Uzuna,2025-12-15 16:00:00,19.8,21.0,18.6,36.6,0.0,0.0,,,12.89
Uzuna,2025-12-15 17:00:00,19.2,20.4,18.0,39.6,0.0,0.0,,,12.61
Uzuna,2025-12-15 18:00:00,18.1,19.3,16.9,43.2,0.0,0.0,,,12.44
Uzuna,2025-12-15 19:00:00,16.2,17.4,15.0,45.1,0.0,0.0,,,12.4
Uzuna,2025-12-15 20:00:00,15.0,16.2,13.8,51.8,0.0,0.0,,,12.42
Uzuna,2025-12-15 21:00:00,12.9,14.1,11.7,51.0,0.0,0.0,,,12.37
Uzuna,2025-12-15 22:00:00,11.3,12.5,10.1,55.7,0.0,0.0,,,12.44
Uzuna,2025-12-15 23:00:00,9.5,10.7,8.3,66.3,0.0,0.0,,,12.43
Uzuna,2025-12-16 00:00:00,7.9,9.1,6.7,64.2,0.0,0.0,,,12.45
Uzuna,2025-12-16 01:00:00,5.9,7.1,4.7,68.3,0.0,0.0,,,12.39
Uzuna,2025-12-16 02:00:00,5.8,7.0,4.6,67.8,0.0,0.0,,,12.45
Uzuna,2025-12-16 03:00:00,4.9,6.1,3.7,72.6,0.0,0.0,,,12.38
Uzuna,2025-12-16 04:00:00,5.9,7.1,4.7,71.1,0.0,0.0,,,12.42
Uzuna,2025-12-16 05:00:00,6.2,7.4,5.0,71.4,0.0,0.0,,,12.39
Uzuna,2025-12-16 06:00:00,7.8,9.0,6.6,67.5,0.0,0.0,,,12.4
Uzuna,2025-12-16 07:00:00,9.6,10.8,8.4,65.8,0.0,0.0,,,12.67
Uzuna,2025-12-16 08:00:00,10.8,12.0,9.6,61.5,0.0,0.0,,,12.89
Uzuna,2025-12-16 09:00:00,12.9,14.1,11.7,55.4,0.0,0.0,,,13.15
Uzuna,2025-12-16 10:00:00,14.8,16.0,13.6,54.4,0.0,0.0,,,13.23
Uzuna,2025-12-16 11:00:00,16.9,18.1,15.7,48.9,0.0,0.0,,,13.41
Uzuna,2025-12-16 12:00:00,17.8,19.0,16.6,42.9,0.0,0.0,,,13.41
Uzuna,2025-12-16 13:00:00,19.7,20.9,18.5,38.6,0.0,0.0,,,13.32
Uzuna,2025-12-16 14:00:00,20.3,21.5,19.1,39.2,0.0,0.0,,,13.28
Uzuna,2025-12-16 15:00:00,20.1,21.3,18.9,43.4,0.0,0.0,,,13.1
Uzuna,2025-12-16 16:00:00,20.6,21.8,19.4,42.4,0.0,0.0,,,12.92
Uzuna,2025-12-16 17:00:00,18.9,20.1,17.7,43.7,0.0,0.0,,,12.69
Uzuna,2025-12-16 18:00:00,18.5,19.7,17.3,44.4,0.0,0.0,,,12.42
Uzuna,2025-12-16 19:00:00,16.1,17.3,14.9,47.0,0.0,0.0,,,12.44
Uzuna,2025-12-16 20:00:00,14.9,16.1,13.7,50.6,0.0,0.0,,,12.37
Uzuna,2025-12-16 21:00:00,12.4,13.6,11.2,54.9,0.0,0.0,,,12.37
Uzuna,2025-12-16 22:00:00,11.2,12.4,10.0,61.9,0.0,0.0,,,12.41
Uzuna,2025-12-16 23:00:00,8.8,10.0,7.6,58.9,0.0,0.0,,,12.41
Uzuna,2025-12-17 00:00:00,7.4,8.6,6.2,65.5,0.0,0.0,,,12.35
Uzuna,2025-12-17 01:00:00,6.9,8.1,5.7,64.3,0.0,0.0,,,12.4
Uzuna,2025-12-17 02:00:00,5.1,6.3,3.9,66.1,0.0,0.0,,,12.4
Uzuna,2025-12-17 03:00:00,5.2,6.4,4.0,71.2,0.0,0.0,,,12.4
Uzuna,2025-12-17 04:00:00,5.7,6.9,4.5,71.0,0.0,0.0,,,12.42
Uzuna,2025-12-17 05:00:00,6.6,7.8,5.4,71.4,0.0,0.0,,,12.37
Uzuna,2025-12-17 06:00:00,7.5,8.7,6.3,64.0,0.0,0.0,,,12.37
